Attrition,Business Travel,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Relationship Satisfaction,Total Working Years,Years At Company,Years In Current Role,Years With Curr Manager
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Divorced,Yes,4,54,19,Master's Degree,4,1,5485,9,11,2,9,5,3,4
No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,3,27,8,High School,3,4,4342,0,19,2,5,4,2,1
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,3,37,10,High School,4,1,2782,0,13,2,6,5,3,3
No,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,2,38,2,Master's Degree,1,1,5980,6,12,4,17,15,7,12
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,No,3,34,2,Master's Degree,3,1,4381,1,11,3,6,6,5,3
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,1,35,8,Master's Degree,1,4,2572,1,16,2,3,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,30,1,Bachelor's Degree,4,3,3833,3,21,3,7,2,2,2
No,Travel_Frequently,R&D,Medical,Female,Healthcare Representative,Married,No,2,40,2,Associates Degree,3,2,4244,1,24,4,8,8,7,7
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,1,34,8,Associates Degree,3,1,6500,5,17,2,6,3,2,2
No,Travel_Frequently,R&D,Life Sciences,Male,Manager,Divorced,No,4,42,8,Bachelor's Degree,2,4,18430,1,13,2,24,24,7,9
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,23,6,Bachelor's Degree,3,1,1601,1,21,3,1,0,0,0
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,4,24,9,Bachelor's Degree,3,2,2694,1,11,3,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,52,11,Master's Degree,4,3,3149,8,20,2,9,5,2,4
No,Travel_Rarely,R&D,Medical,Male,Research Director,Married,No,3,50,2,Bachelor's Degree,3,3,17639,5,16,4,30,4,3,3
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,1,29,1,Associates Degree,2,1,2319,1,11,4,1,1,0,0
No,Travel_Rarely,R&D,Medical,Male,Research Director,Married,No,3,33,7,Bachelor's Degree,3,3,11691,0,11,4,14,13,9,7
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,3,33,16,Bachelor's Degree,1,1,5324,5,15,3,6,3,2,2
No,Travel_Rarely,R&D,Other,Female,Manager,Married,Yes,3,47,2,Associates Degree,3,4,16752,1,11,3,26,26,14,0
No,Travel_Rarely,R&D,Other,Female,Manufacturing Director,Married,No,2,36,1,Bachelor's Degree,3,2,5228,0,15,1,10,9,7,5
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,3,29,23,Associates Degree,3,3,2700,1,24,3,10,10,7,7
Yes,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Single,Yes,2,58,2,Master's Degree,4,2,19246,7,12,4,40,31,15,8
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,No,0,35,1,Master's Degree,4,3,2506,3,13,3,7,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,4,42,1,Associates Degree,4,4,6062,9,13,4,8,4,3,2
Yes,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,3,28,2,Master's Degree,3,3,4382,6,17,4,5,2,2,1
No,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,2,36,13,Bachelor's Degree,3,2,2143,4,13,2,8,5,2,4
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,32,4,Bachelor's Degree,3,3,6162,1,12,3,14,14,13,8
No,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Single,No,6,40,16,Master's Degree,1,3,5094,6,14,4,10,1,0,0
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Single,Yes,4,30,2,Bachelor's Degree,3,4,6877,5,24,2,12,0,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,No,3,45,2,Bachelor's Degree,2,3,2274,1,14,4,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,No,3,42,29,Bachelor's Degree,2,2,4434,1,13,4,10,9,8,8
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,3,38,12,Bachelor's Degree,1,1,6288,2,15,3,13,4,3,2
No,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Single,No,3,34,16,Master's Degree,3,4,2553,1,16,3,6,5,2,3
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,49,11,Bachelor's Degree,3,4,7654,1,18,1,9,9,8,7
Yes,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,3,55,2,High School,3,4,5160,4,16,3,12,9,7,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,3,43,14,Associates Degree,2,1,17159,6,24,3,22,4,1,0
No,Travel_Rarely,R&D,Technical Degree,Male,Research Director,Divorced,Yes,3,27,5,High School,3,4,12808,1,16,2,9,9,8,8
No,Travel_Rarely,R&D,Other,Male,Manufacturing Director,Single,No,3,35,7,Bachelor's Degree,3,3,10221,3,21,2,17,8,5,6
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,2,28,2,Master's Degree,2,2,4779,1,20,1,8,8,7,5
No,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,1,34,3,Associates Degree,3,4,3737,0,19,3,4,3,2,2
Yes,Travel_Frequently,R&D,Medical,Female,Research Scientist,Married,Yes,2,26,5,Associates Degree,3,3,2366,1,14,1,8,8,7,7
No,Non-Travel,R&D,Medical,Male,Research Scientist,Married,No,6,27,3,Bachelor's Degree,4,4,1706,1,11,3,0,0,0,0
No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,2,51,26,Master's Degree,1,3,16307,2,14,3,29,20,6,17
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Single,No,2,44,4,Bachelor's Degree,4,2,5933,9,12,4,10,5,2,3
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,3,25,2,High School,1,1,3424,7,13,3,6,4,3,1
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,5,33,1,Bachelor's Degree,1,1,4037,1,22,1,9,9,8,8
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,No,3,35,27,High School,3,1,2559,1,11,4,6,6,5,1
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,1,36,1,Associates Degree,2,4,6201,1,14,4,18,18,14,11
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,32,13,Master's Degree,2,4,4403,2,11,3,8,5,2,3
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Divorced,No,3,30,5,Master's Degree,2,4,3761,9,12,2,10,5,4,3
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,3,53,7,Associates Degree,1,4,10934,7,18,4,35,5,2,4
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,2,45,9,Bachelor's Degree,4,1,10761,4,12,3,18,5,4,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,3,32,8,Associates Degree,3,3,5175,5,12,3,9,5,3,3
No,Travel_Frequently,R&D,Medical,Female,Manufacturing Director,Married,No,3,52,25,Master's Degree,3,4,13826,3,22,3,31,9,8,0
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,2,37,16,Master's Degree,4,3,6334,4,19,4,9,1,0,0
No,Travel_Rarely,HR,Medical,Male,Human Resources,Divorced,No,6,28,8,Associates Degree,2,4,4936,1,13,4,6,5,1,4
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,22,1,Associates Degree,4,4,4775,6,22,1,4,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,44,8,Master's Degree,1,4,2818,2,24,3,10,3,2,2
No,Travel_Frequently,R&D,Medical,Male,Research Scientist,Single,Yes,2,42,2,High School,2,4,2515,5,14,4,8,2,1,2
No,Travel_Rarely,HR,Life Sciences,Male,Human Resources,Married,No,3,36,8,Bachelor's Degree,1,1,2342,0,21,3,6,5,4,3
No,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,3,25,3,High School,3,1,4194,1,18,4,5,5,3,3
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,2,35,9,Bachelor's Degree,4,3,10685,1,20,2,17,17,14,15
Yes,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,3,35,25,Master's Degree,4,2,2022,1,19,1,10,10,2,8
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,2,32,1,Bachelor's Degree,4,4,2314,0,12,2,4,3,0,2
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,1,25,4,High School,3,1,4256,1,12,1,5,5,2,3
No,Travel_Rarely,R&D,Technical Degree,Female,Research Scientist,Married,No,2,49,1,Bachelor's Degree,3,1,3580,2,16,2,7,4,2,2
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,24,4,High School,1,4,3162,0,17,4,6,5,2,4
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,3,32,5,Associates Degree,2,2,6524,1,14,4,10,10,8,3
No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,3,38,9,Bachelor's Degree,2,2,2899,0,19,4,3,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,1,42,3,Bachelor's Degree,3,4,5231,2,13,2,17,5,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,2,31,11,Master's Degree,4,4,2356,3,19,2,8,6,4,2
Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,Divorced,Yes,3,29,1,Bachelor's Degree,2,3,2800,6,19,3,5,3,2,2
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,3,53,8,Bachelor's Degree,1,4,11836,5,14,3,28,2,0,2
No,Travel_Rarely,R&D,Technical Degree,Male,Manufacturing Director,Married,No,2,35,25,Bachelor's Degree,4,2,10903,3,16,1,16,13,10,8
No,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,No,3,37,21,Associates Degree,3,4,2973,5,15,2,10,5,4,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Single,No,0,53,23,Master's Degree,4,4,14275,6,18,3,33,12,9,8
No,Travel_Frequently,R&D,Life Sciences,Female,Healthcare Representative,Married,No,2,43,1,Bachelor's Degree,4,4,5562,4,13,2,12,5,2,2
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,2,47,2,Associates Degree,3,4,4537,0,22,1,8,7,6,7
No,Non-Travel,Sales,Medical,Male,Sales Executive,Single,Yes,2,37,19,Associates Degree,1,2,7642,1,13,4,10,10,0,9
No,Non-Travel,R&D,Life Sciences,Male,Manager,Divorced,No,3,50,2,Master's Degree,1,1,17924,1,11,4,31,31,6,7
No,Travel_Rarely,HR,Life Sciences,Female,Human Resources,Married,No,2,39,2,Bachelor's Degree,4,4,5204,8,11,3,13,5,4,4
No,Travel_Rarely,HR,Human Resources,Male,Human Resources,Divorced,Yes,4,33,3,Associates Degree,4,2,2277,3,11,3,7,4,3,3
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,Yes,2,32,25,Master's Degree,1,4,2795,1,24,3,1,1,0,1
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Divorced,No,5,29,7,High School,1,4,2532,6,14,3,8,4,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,0,44,9,Associates Degree,2,1,2559,1,13,4,8,8,7,1
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,3,28,5,Master's Degree,1,4,4908,1,14,2,4,4,2,2
Yes,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Divorced,Yes,3,58,2,High School,4,4,2380,9,14,4,3,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,2,43,8,Bachelor's Degree,1,2,4765,4,21,3,4,1,0,0
Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,3,20,2,Bachelor's Degree,3,3,2044,1,13,4,2,2,2,2
Yes,Travel_Rarely,R&D,Other,Female,Research Scientist,Single,No,3,21,18,High School,4,4,2693,1,19,1,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,2,36,14,High School,3,4,6586,0,17,1,17,16,8,11
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Yes,3,47,2,Master's Degree,4,4,3294,1,18,1,3,3,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,3,22,3,High School,2,3,4171,0,19,1,4,3,2,2
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Divorced,Yes,1,41,2,Master's Degree,2,4,2778,4,13,3,10,7,7,0
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Divorced,No,2,28,9,Bachelor's Degree,3,3,2377,5,18,2,6,2,2,2
Yes,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,Yes,2,39,6,Bachelor's Degree,4,1,2404,7,21,4,8,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,No,2,27,4,Bachelor's Degree,2,3,2318,1,19,3,1,1,1,0
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,3,34,10,Bachelor's Degree,2,2,2008,1,14,2,1,1,0,0
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,6,42,14,Associates Degree,3,3,6244,7,17,1,10,5,4,3
No,Travel_Rarely,R&D,Other,Male,Research Scientist,Single,Yes,1,33,1,Master's Degree,3,1,2799,3,11,2,6,3,2,2
No,Travel_Rarely,R&D,Technical Degree,Female,Healthcare Representative,Divorced,Yes,3,58,5,Bachelor's Degree,3,2,10552,2,13,4,24,6,0,4
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,2,31,7,Master's Degree,2,3,2329,3,15,2,13,7,7,2
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,2,35,21,High School,4,4,4014,1,25,4,10,10,6,7
No,Travel_Rarely,R&D,Other,Female,Laboratory Technician,Married,No,3,49,8,Associates Degree,1,2,7403,4,11,3,29,26,9,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,No,2,48,20,Master's Degree,4,3,2259,4,17,1,13,0,0,0
No,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,No,2,31,20,Associates Degree,4,3,6932,1,13,4,9,9,8,0
No,Travel_Rarely,R&D,Other,Male,Research Scientist,Single,No,6,36,7,Master's Degree,2,4,4678,2,18,3,8,6,2,1
No,Travel_Rarely,R&D,Technical Degree,Female,Research Director,Married,No,3,38,1,Bachelor's Degree,4,1,13582,1,13,2,15,15,12,11
No,Non-Travel,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,32,1,Bachelor's Degree,3,2,2332,6,20,3,5,3,0,2
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,2,25,19,Associates Degree,3,2,2413,1,18,3,1,1,0,0
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,2,40,10,Master's Degree,1,2,9705,2,12,2,11,1,0,0
No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,No,2,26,1,Bachelor's Degree,3,1,4294,1,12,2,7,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,Yes,3,41,6,Bachelor's Degree,4,1,4721,2,13,3,20,18,13,17
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,No,6,36,2,Master's Degree,3,3,2519,4,21,3,16,11,8,9
Yes,Travel_Rarely,Sales,Other,Male,Sales Representative,Single,Yes,3,19,21,Bachelor's Degree,4,2,2121,1,13,2,1,1,0,0
Yes,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Single,No,2,20,4,Bachelor's Degree,1,1,2973,1,19,2,1,1,0,0
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Married,Yes,2,31,12,Bachelor's Degree,4,4,5855,0,11,3,10,9,7,5
No,Travel_Frequently,R&D,Medical,Male,Research Scientist,Divorced,Yes,2,40,9,Master's Degree,4,2,3617,8,14,4,3,1,1,0
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Married,No,2,32,3,Master's Degree,3,1,6725,1,12,3,8,8,7,3
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,6,36,3,High School,3,4,10325,1,11,1,16,16,7,7
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Single,No,3,33,1,Bachelor's Degree,2,4,6949,0,14,1,6,5,0,4
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,2,37,1,Master's Degree,1,3,10609,5,11,3,17,14,1,7
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,No,5,45,4,Associates Degree,3,2,4447,1,12,2,9,9,7,8
No,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,No,5,29,20,Bachelor's Degree,3,4,2157,1,15,2,3,3,1,2
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,3,35,18,Bachelor's Degree,3,3,4601,1,16,2,5,5,2,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manager,Married,No,2,52,1,Associates Degree,4,4,17099,2,15,2,26,9,8,8
Yes,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Single,No,4,58,2,Bachelor's Degree,4,3,2479,4,24,1,7,1,0,0
No,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,No,3,53,2,Associates Degree,3,3,14852,6,13,3,22,17,13,2
No,Travel_Rarely,Sales,Other,Male,Sales Executive,Divorced,No,2,30,8,Associates Degree,3,3,7264,5,11,1,10,8,4,7
No,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,Yes,1,38,10,Bachelor's Degree,3,4,5666,1,13,2,6,5,3,3
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,2,35,3,Master's Degree,4,4,7823,6,13,2,12,10,9,8
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,3,39,2,Doctoral Degree,1,3,7880,0,18,4,9,8,7,7
Yes,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,Yes,2,40,24,Bachelor's Degree,2,2,13194,4,16,4,22,1,0,0
No,Travel_Frequently,R&D,Medical,Male,Manufacturing Director,Divorced,Yes,3,47,16,Master's Degree,3,3,5067,1,19,3,20,19,10,7
No,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,No,3,36,8,Master's Degree,1,4,5079,4,13,4,12,7,7,7
Yes,Non-Travel,R&D,Medical,Male,Research Scientist,Single,Yes,0,31,9,Associates Degree,3,1,2321,0,22,1,4,3,2,2
No,Non-Travel,Sales,Life Sciences,Male,Manager,Single,No,2,33,17,Bachelor's Degree,4,3,17444,1,11,4,10,10,8,0
Yes,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,Yes,5,29,10,Bachelor's Degree,4,1,2404,6,20,3,3,0,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,No,4,33,13,High School,2,4,3452,3,18,1,5,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Divorced,No,2,45,1,Master's Degree,4,4,2270,3,14,4,8,5,3,2
No,Travel_Rarely,R&D,Medical,Male,Research Director,Divorced,No,1,50,1,Associates Degree,4,4,17399,9,22,3,32,5,4,3
No,Travel_Frequently,R&D,Other,Female,Healthcare Representative,Married,Yes,2,33,1,Master's Degree,3,2,5488,1,13,1,6,6,5,2
No,Travel_Frequently,R&D,Medical,Male,Research Director,Divorced,No,2,41,9,Bachelor's Degree,1,3,19419,2,17,2,21,18,16,11
No,Travel_Rarely,R&D,Technical Degree,Female,Laboratory Technician,Married,No,2,27,16,Master's Degree,3,2,2811,9,14,2,4,2,2,2
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,45,23,Associates Degree,4,1,3633,1,15,3,9,9,8,8
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,0,47,4,Associates Degree,4,4,4163,1,17,3,9,9,0,7
Yes,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,Yes,2,30,22,Bachelor's Degree,1,3,2132,4,11,2,7,5,2,1
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,2,50,24,Bachelor's Degree,4,3,13973,3,18,4,22,12,11,5
No,Travel_Frequently,R&D,Medical,Male,Research Scientist,Married,No,0,38,10,High School,3,3,2684,0,17,2,3,2,1,2
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Divorced,No,3,46,7,Associates Degree,4,3,10845,6,13,2,13,8,7,7
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Divorced,No,6,24,17,High School,4,3,4377,1,15,2,5,4,2,2
Yes,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Divorced,Yes,2,35,14,Master's Degree,3,2,3743,1,24,4,5,4,2,2
No,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Married,No,1,31,1,High School,3,1,4148,1,12,3,4,4,3,3
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Single,No,2,18,5,Associates Degree,2,4,1051,1,15,4,0,0,0,0
No,Travel_Rarely,R&D,Technical Degree,Female,Manufacturing Director,Married,No,2,54,17,Bachelor's Degree,3,3,10739,8,11,3,22,10,7,8
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Divorced,Yes,3,35,25,Master's Degree,3,3,10388,1,11,3,16,16,10,1
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Married,Yes,4,30,8,Associates Degree,2,1,11416,0,12,3,9,8,7,7
Yes,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,Yes,2,20,11,Bachelor's Degree,4,1,2600,1,15,1,1,1,0,0
Yes,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Single,No,3,30,5,Bachelor's Degree,2,2,2422,0,17,1,4,3,2,2
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,No,2,26,2,Associates Degree,4,4,5472,1,12,2,8,8,7,3
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,22,8,High School,2,1,2451,1,15,1,4,4,3,1
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,0,48,6,Bachelor's Degree,1,3,4240,2,13,4,19,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,3,48,4,Master's Degree,3,3,10999,7,14,2,27,15,11,8
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Single,No,6,41,7,Associates Degree,4,3,5003,6,14,2,8,2,2,1
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,39,1,High School,4,4,12742,1,16,3,21,21,6,8
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,2,27,2,Master's Degree,1,4,4227,0,18,2,4,3,2,2
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Divorced,No,4,35,10,Bachelor's Degree,2,4,3917,1,20,1,3,3,2,2
No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,3,42,5,Associates Degree,4,3,18303,6,13,2,21,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,5,50,9,Bachelor's Degree,1,4,2380,4,18,2,8,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,4,59,2,Bachelor's Degree,3,4,13726,3,13,1,30,5,3,3
Yes,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Married,No,2,37,11,Associates Degree,1,2,4777,5,15,1,15,1,0,0
No,Travel_Frequently,R&D,Medical,Male,Healthcare Representative,Married,Yes,3,55,18,Master's Degree,3,2,6385,3,14,4,17,8,7,7
No,Non-Travel,R&D,Life Sciences,Female,Research Director,Divorced,No,3,41,7,High School,2,3,19973,1,22,2,21,21,16,10
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,1,38,3,Master's Degree,2,4,6861,8,12,3,19,1,0,0
Yes,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,6,26,29,Associates Degree,2,1,4969,8,18,4,7,2,2,2
Yes,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,3,52,2,High School,1,4,19845,1,15,4,33,32,14,9
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,2,44,28,Bachelor's Degree,4,4,13320,3,18,3,23,12,11,11
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,3,50,1,Bachelor's Degree,4,3,6347,0,12,1,19,18,7,13
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Single,No,1,36,16,Master's Degree,3,1,2743,1,16,3,18,17,13,14
No,Travel_Frequently,R&D,Medical,Female,Manufacturing Director,Single,Yes,2,39,22,Bachelor's Degree,4,1,10880,1,13,3,21,21,6,8
No,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,No,2,33,8,High School,2,4,2342,0,19,4,3,2,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,4,45,11,Associates Degree,4,4,17650,3,13,2,26,9,3,1
No,Non-Travel,R&D,Medical,Female,Laboratory Technician,Single,No,2,32,29,Master's Degree,4,3,4025,9,12,2,10,8,7,7
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,2,34,1,Master's Degree,2,4,9725,0,11,4,16,15,1,9
No,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,Yes,1,59,1,Associates Degree,2,4,11904,3,14,3,14,6,4,4
No,Travel_Rarely,HR,Medical,Male,Human Resources,Single,No,3,45,24,Master's Degree,2,2,2177,1,16,1,6,6,3,4
No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,2,53,2,Bachelor's Degree,3,2,7525,2,12,1,30,15,7,12
Yes,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Divorced,No,3,36,15,Bachelor's Degree,1,3,4834,7,14,2,9,1,0,0
Yes,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Married,Yes,2,26,2,Bachelor's Degree,1,1,2042,6,14,2,6,3,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Yes,2,34,10,Master's Degree,3,3,2220,1,19,4,1,1,1,0
No,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,5,28,10,High School,4,2,1052,1,22,2,1,1,0,0
No,Travel_Frequently,R&D,Other,Male,Research Scientist,Married,No,2,38,3,Master's Degree,3,3,2821,3,16,1,8,2,2,2
No,Travel_Rarely,R&D,Medical,Male,Research Director,Married,Yes,2,50,2,Master's Degree,2,3,19237,2,11,4,29,8,1,7
No,Travel_Rarely,R&D,Other,Female,Healthcare Representative,Single,No,3,37,3,Bachelor's Degree,4,2,4107,3,15,1,8,4,3,1
